	idx	beta	pval	cilb	ciub	i2	tau2	V1	V2
ENSG00000144410	18612	-1.61188329	2.31E-11	-2.084477516	-1.139289063	96.88014975	1.211353981	CPO	381
ENSG00000187758	3389	-4.110283837	5.73E-16	-5.105484935	-3.11508274	97.59376847	5.409922908	ADH1A	382
ENSG00000188783	13155	-2.434248613	1.64E-15	-3.033171515	-1.83532571	97.81445649	1.918612611	PRELP	389
ENSG00000269964	29464	-2.588830412	3.23E-14	-3.257452631	-1.920208192	94.22119216	2.189609767	MEI4	392
ENSG00000104938	10535	-4.827732521	9.03E-11	-6.287398114	-3.368066929	97.75379165	11.9619203	CLEC4M	394
ENSG00000144891	22600	-3.143588428	7.04E-13	-4.001872648	-2.285304207	98.80943611	4.150358625	AGTR1	401
ENSG00000136546	23459	-4.100998851	2.43E-14	-5.155041104	-3.046956598	98.83368158	6.468029248	SCN7A	409
ENSG00000189134	19232	-2.354686478	2.80E-14	-2.961348945	-1.748024012	98.47909629	2.026374214	NKAPL	409
ENSG00000077092	2466	-0.789107152	7.52E-14	-0.995916947	-0.582297357	92.24532744	0.197843765	RARB	409
ENSG00000111405	11875	-1.571138946	4.38E-15	-1.963734949	-1.178542942	95.18386263	0.775815388	ENDOU	417
ENSG00000004799	19444	-2.853793208	9.38E-18	-3.50559858	-2.201987835	97.52545046	2.282361464	PDK4	418
ENSG00000005249	5109	-1.869159206	2.57E-26	-2.214321194	-1.523997218	97.08846864	0.63422103	PRKAR2B	425
ENSG00000127083	25988	-3.33787897	9.63E-13	-4.254686564	-2.421071375	98.27541188	4.727422422	OMD	429
ENSG00000120907	17617	-4.109536488	9.51E-19	-5.020614598	-3.198458378	97.66044492	4.400765237	ADRA1A	435
ENSG00000071991	25662	-4.778390528	8.21E-21	-5.779306073	-3.777474983	97.89516364	5.61632315	CDH19	442
ENSG00000189241	22223	-0.674272274	4.04E-12	-0.864817801	-0.483726748	98.26101421	0.204745403	TSPYL1	445
ENSG00000164129	29893	-4.754049403	3.27E-38	-5.474986704	-4.033112102	95.56625703	2.649701598	NPY5R	453
ENSG00000184845	8347	-2.839857436	2.94E-12	-3.637194818	-2.042520053	97.59909929	3.565223209	DRD1	454
ENSG00000101938	17044	-4.396383406	3.26E-20	-5.331964202	-3.46080261	98.37980624	4.897427202	CHRDL1	458
ENSG00000155313	19235	-0.506050089	2.68E-18	-0.619739775	-0.392360403	93.20311387	0.063990285	USP25	458
ENSG00000124440	19261	-2.381784595	1.10E-14	-2.985935182	-1.777634008	97.55067649	1.932781273	HIF3A	458
ENSG00000143869	22226	-1.661564399	1.58E-11	-2.144732231	-1.178396568	96.81142549	1.204479029	GDF7	458
ENSG00000096717	1601	-0.468435024	2.60E-11	-0.606135856	-0.330734192	95.27118346	0.097674825	SIRT1	460
ENSG00000112175	4131	-3.404957969	3.03E-12	-4.361570952	-2.448344986	98.07558759	4.909064897	BMP5	462
ENSG00000164530	12547	-4.655275483	3.56E-24	-5.554832675	-3.755718292	96.65533264	4.238566976	PI16	471
ENSG00000151892	3969	-2.707357257	9.31E-12	-3.485773147	-1.928941367	98.35165238	3.388453106	GFRA1	473
ENSG00000181072	13109	-4.473816791	4.17E-13	-5.683295646	-3.264337935	96.94592202	7.688863967	CHRM2	474
ENSG00000120156	26661	-1.872365155	2.95E-12	-2.398119739	-1.34661057	98.64330605	1.529555298	TEK	476
ENSG00000178385	1157	-0.744298685	1.53E-11	-0.960567592	-0.528029779	92.88961051	0.219400148	PLEKHM3	477
ENSG00000198963	20624	-2.304884201	1.70E-18	-2.819647708	-1.790120694	95.51078483	1.369847362	RORB	478
ENSG00000175084	7148	-3.982339787	6.42E-13	-5.067731084	-2.89694849	98.18328384	6.340822888	DES	478
ENSG00000266524	9847	-3.095812637	2.53E-11	-4.005276411	-2.186348863	97.99917152	4.615818685	GDF10	486
ENSG00000155090	29158	-0.757698712	1.55E-11	-0.977927699	-0.537469726	92.93370094	0.234249202	KLF10	488
ENSG00000103647	10688	-1.684689979	2.73E-11	-2.180426134	-1.188953823	98.18482355	1.338164892	CORO2B	488
ENSG00000173714	4644	-3.081752993	1.41E-15	-3.838203245	-2.325302741	97.10520111	3.119647083	WFIKKN2	492
ENSG00000185739	17301	-1.85925222	1.30E-11	-2.397670815	-1.320833625	97.85191296	1.62309096	SRL	495
ENSG00000140092	2572	-1.818484294	7.07E-13	-2.315022618	-1.32194597	98.49578483	1.408246212	FBLN5	498
ENSG00000168079	8761	-4.617263324	7.51E-46	-5.253941523	-3.980585125	95.02432234	1.948514405	SCARA5	504
ENSG00000136014	19634	-1.72167968	9.39E-15	-2.157247352	-1.286112008	97.54130703	1.047957509	USP44	505
ENSG00000132970	19663	-1.522057605	1.15E-19	-1.850834012	-1.193281198	97.13844971	0.569894179	WASF3	511
ENSG00000171408	26996	-1.489229934	6.63E-15	-1.863854673	-1.114605196	97.8438793	0.777085515	PDE7B	511
ENSG00000184481	17334	-0.820922161	1.44E-13	-1.038575918	-0.603268404	98.14285236	0.264863244	FOXO4	514
ENSG00000172817	2193	-1.097804439	1.95E-12	-1.403515823	-0.792093055	96.16294575	0.483285173	CYP7B1	515
ENSG00000266412	25848	-0.523030052	3.56E-14	-0.658336865	-0.387723239	95.38088391	0.097125822	NCOA4	523
ENSG00000069535	18060	-2.399325652	2.76E-12	-3.07214058	-1.726510723	99.07839266	2.583066698	MAOB	529
ENSG00000120915	3965	-1.365112453	5.24E-12	-1.752932889	-0.977292017	98.63285276	0.839212314	EPHX2	532
ENSG00000120738	20406	-1.652027351	2.00E-12	-2.112326711	-1.19172799	95.50644415	1.132187872	EGR1	553
ENSG00000069667	12864	-0.954873507	3.95E-13	-1.212760023	-0.696986991	96.34299432	0.352373521	RORA	558
ENSG00000165072	3964	-2.996374308	9.22E-11	-3.902770152	-2.089978463	99.17542956	4.647597389	MAMDC2	559
ENSG00000150672	4242	-1.799213579	2.10E-11	-2.325609954	-1.272817204	98.70698403	1.59445673	DLG2	562
ENSG00000164512	19871	-1.701800812	6.89E-11	-2.21313944	-1.190462185	95.60561725	1.403505209	ANKRD55	581
ENSG00000106018	11250	-1.902719797	4.95E-13	-2.418760723	-1.386678872	96.0880379	1.420390774	VIPR2	589
ENSG00000115665	24507	-5.208117516	1.53E-25	-6.185335955	-4.230899077	96.20601285	5.176951441	SLC5A7	590
ENSG00000158828	21161	-0.949717277	1.48E-15	-1.183026497	-0.716408057	97.8400599	0.29902091	PINK1	591
ENSG00000144655	17247	-1.327891141	8.68E-13	-1.691896293	-0.963885989	96.52736136	0.71993221	CSRNP1	599
ENSG00000172869	3010	-0.571049088	1.42E-12	-0.729091983	-0.413006193	95.25306165	0.128221664	DMXL1	599
ENSG00000139505	12043	-0.423051107	1.49E-11	-0.545919202	-0.300183013	94.50573572	0.07853808	MTMR6	632
ENSG00000138639	22210	-1.10108388	9.85E-12	-1.418044531	-0.784123229	97.67139245	0.521453974	ARHGAP24	633
ENSG00000119508	17631	-2.116390505	1.13E-19	-2.573465032	-1.659315977	90.59813891	1.007661786	NR4A3	637
ENSG00000205221	26234	-3.866147185	9.34E-13	-4.927445958	-2.804848412	98.30374156	6.085142294	VIT	641
ENSG00000111885	8343	-1.231654161	1.16E-13	-1.556941193	-0.906367129	97.91396114	0.569572202	MAN1A1	664
ENSG00000171385	14501	-1.822123225	2.75E-13	-2.310927048	-1.333319403	97.76550463	1.285688503	KCND3	666
ENSG00000164161	18609	-2.886490196	7.91E-13	-3.676327151	-2.096653241	98.11201488	3.475956961	HHIP	712
ENSG00000113742	23938	-0.905430244	4.69E-13	-1.150745895	-0.660114592	96.90278677	0.315008486	CPEB4	716
ENSG00000151623	21032	-1.939676492	8.76E-12	-2.496663462	-1.382689521	99.28399384	1.799184965	NR3C2	718
ENSG00000077616	11812	-1.295862592	1.90E-11	-1.674197526	-0.917527657	97.06009351	0.791860173	NAALAD2	719
ENSG00000019995	20620	-0.59310665	2.66E-12	-0.7593016	-0.4269117	96.37108768	0.145858585	ZRANB1	720
ENSG00000163833	8119	-3.30078416	1.63E-13	-4.177891005	-2.423677316	94.12712964	4.084759287	FBXO40	721
ENSG00000165966	15481	-3.289483035	1.01E-11	-4.236967245	-2.341998825	98.4797768	4.989055288	PDZRN4	726
ENSG00000150995	1999	-1.365767194	6.29E-11	-1.775281866	-0.956252522	98.21549831	0.926025017	ITPR1	734
ENSG00000137727	22899	-2.08675071	2.25E-15	-2.602729157	-1.570772264	97.67773784	1.413836159	ARHGAP20	744
ENSG00000081019	14564	-0.353971767	1.67E-12	-0.452243842	-0.255699692	93.51216416	0.048127135	RSBN1	767
ENSG00000168702	29039	-2.618506269	1.03E-11	-3.372948597	-1.864063941	97.10304956	2.998051806	LRP1B	795
ENSG00000030304	207	-2.645984469	2.02E-12	-3.383377202	-1.908591736	96.10902029	2.871474817	MUSK	797
ENSG00000174175	30614	-1.974204978	3.65E-13	-2.506596468	-1.441813488	97.97837351	1.565621479	SELP	803
ENSG00000185271	1963	-3.358144955	1.82E-15	-4.185712951	-2.53057696	96.38235517	3.45901393	KLHL33	811
ENSG00000114166	13152	-1.135175092	1.37E-15	-1.413703831	-0.856646353	98.22805951	0.437368425	KAT2B	846
ENSG00000068976	11499	-2.192466156	1.69E-11	-2.830958778	-1.553973533	98.37067636	2.187108179	PYGM	857
ENSG00000112936	17522	-4.345980142	6.68E-21	-5.254204666	-3.437755618	98.32545436	4.668045847	C7	858
ENSG00000076555	7119	-1.671824134	6.76E-17	-2.064192694	-1.279455574	97.88639956	0.839403977	ACACB	873
ENSG00000036448	85	-1.458410837	9.97E-14	-1.842539099	-1.074282575	95.43120508	0.75448455	MYOM2	905
ENSG00000253953	1832	-1.483400627	2.88E-12	-1.899730261	-1.067070993	96.18585821	0.886006094	PCDHGB4	939
ENSG00000141161	6181	-1.879070233	3.27E-11	-2.434243951	-1.323896516	91.78976165	1.32517296	UNC45B	947
ENSG00000112584	24531	-0.282786816	9.29E-20	-0.34371395	-0.221859682	89.9793209	0.017606802	FAM120B	949
ENSG00000198010	17883	-2.496030817	1.33E-11	-3.219120381	-1.772941254	97.98110184	2.868758905	DLGAP2	995
ENSG00000197579	30248	-0.314871379	2.26E-17	-0.387649973	-0.242092785	88.02521293	0.023708366	TOPORS	1063
ENSG00000158077	24929	-2.050601089	1.19E-12	-2.61616403	-1.485038148	93.53880887	1.468776441	NLRP14	1112
ENSG00000181234	27493	-4.721181769	1.61E-27	-5.572502079	-3.86986146	97.16679177	4.003238245	TMEM132C	1127
ENSG00000145362	21239	-2.395509028	1.14E-11	-3.087194819	-1.703823236	98.64253265	2.668285497	ANK2	1133
ENSG00000171495	10476	-2.620548133	7.18E-11	-3.40869894	-1.832397327	91.23120774	2.967462486	MROH2B	1159
ENSG00000172403	7192	-2.391301892	7.70E-12	-3.076113464	-1.706490319	98.63033499	2.558012869	SYNPO2	1175
ENSG00000116678	17339	-1.766995311	3.67E-12	-2.265353594	-1.268637028	98.13274426	1.368355842	LEPR	1185
ENSG00000107854	24419	-0.226754569	6.39E-12	-0.291439061	-0.162070077	82.04132283	0.016798544	TNKS2	1186
ENSG00000205038	21927	-3.403889823	3.05E-30	-3.987711273	-2.820068373	96.10530239	1.832668204	PKHD1L1	1191
ENSG00000141431	24799	-2.17424543	2.59E-11	-2.813290984	-1.535199877	98.22259046	2.29469932	ASXL3	1211
ENSG00000097096	10609	-1.099467502	2.82E-14	-1.382773852	-0.816161153	95.97257256	0.407372635	SYDE2	1214
ENSG00000084676	27841	-0.550078276	5.00E-24	-0.656720091	-0.443436462	93.01796955	0.058057304	NCOA1	1269
ENSG00000117114	1712	-0.921914123	5.39E-11	-1.197373827	-0.646454419	96.50416443	0.397722433	ADGRL2	1374
ENSG00000157077	23982	-0.61151185	5.92E-13	-0.777923632	-0.445100068	96.24469501	0.142439823	ZFYVE9	1449
ENSG00000198300	22803	-2.579983213	3.92E-20	-3.130211386	-2.029755041	98.09400859	1.663329169	PEG3	1457
ENSG00000089250	28338	-3.16360147	9.34E-18	-3.886124775	-2.441078165	96.44565185	2.816965692	NOS1	1457
ENSG00000196914	11923	-0.430379685	5.37E-12	-0.552712526	-0.308046844	91.96304266	0.069069702	ARHGEF12	1466
ENSG00000101605	25894	-1.975139907	6.58E-14	-2.491578152	-1.458701663	98.05747508	1.400107915	MYOM1	1477
ENSG00000083067	3812	-2.124561294	6.98E-13	-2.704533339	-1.544589249	97.04374701	1.798303168	TRPM3	1593
ENSG00000154262	13866	-2.16870848	4.32E-14	-2.731637733	-1.605779226	98.21421667	1.754770727	ABCA6	1644
ENSG00000156218	11830	-2.21354055	2.90E-18	-2.711328227	-1.715752873	97.53453156	1.347084278	ADAMTSL3	1720
ENSG00000153820	18299	-3.900681817	1.32E-17	-4.795744024	-3.005619611	91.51661467	3.758193618	SPHKAP	1729
ENSG00000168356	27644	-2.054481047	3.62E-15	-2.566304618	-1.542657477	97.201487	1.387468353	SCN11A	1821
ENSG00000139304	18200	-3.291228288	1.13E-12	-4.198040165	-2.38441641	96.50541719	4.254310934	PTPRQ	2338
ENSG00000165124	21493	-1.903758639	8.98E-14	-2.40426498	-1.403252298	96.75791077	1.339365462	SVEP1	3634
ENSG00000168477	27832	-2.851045642	3.86E-14	-3.589636517	-2.112454768	98.56683332	3.021084415	TNXB	4313
ENSG00000196159	17058	-1.392313095	1.96E-11	-1.799061165	-0.985565026	97.47444448	0.901047378	FAT4	5065
ENSG00000131018	14978	-1.689461585	9.13E-16	-2.101416973	-1.277506197	98.42609673	0.949330664	SYNE1	8532
ENSG00000243384	4446	-5.590318605	3.76E-26	-6.626119809	-4.554517401	94.30996761	5.487714101	ncRNA	NA
ENSG00000198416	29499	-0.989558479	9.70E-25	-1.17842384	-0.800693117	86.47029717	0.150651013	ncRNA	NA
ENSG00000280054	18392	-1.003874634	9.00E-24	-1.19961309	-0.808136177	89.51504964	0.175498992	ncRNA	NA
ENSG00000266601	4020	-1.195011572	3.79E-23	-1.431373498	-0.958649646	92.59148964	0.269393497	ncRNA	NA
ENSG00000184139	6396	-3.841384453	8.45E-22	-4.626124576	-3.056644329	92.48315837	3.056856024	ncRNA	NA
ENSG00000255986	8584	-5.023182886	9.44E-22	-6.050560505	-3.995805268	94.82051381	5.65392079	ncRNA	NA
ENSG00000234807	8214	-1.490482488	1.42E-21	-1.796678867	-1.184286109	91.75888884	0.431845814	ncRNA	NA
ENSG00000230555	7357	-0.824762341	7.66E-21	-0.997388039	-0.652136643	88.64083635	0.133270319	ncRNA	NA
ENSG00000274370	22769	-1.668682433	7.43E-20	-2.027246731	-1.310118135	95.78091605	0.6699861	ncRNA	NA
ENSG00000231246	8656	-4.468779296	9.35E-20	-5.431666019	-3.505892574	97.09271751	4.783646209	ncRNA	NA
ENSG00000273682	23803	-2.294120945	1.26E-19	-2.790207845	-1.798034044	86.91031217	1.081182206	ncRNA	NA
ENSG00000213754	21961	-1.635321384	1.95E-19	-1.990812864	-1.279829904	94.94271224	0.673716128	ncRNA	NA
ENSG00000254319	14417	-2.490871723	7.08E-19	-3.04103907	-1.940704376	91.46545776	1.465468517	ncRNA	NA
ENSG00000237489	29299	-0.899005831	2.22E-18	-1.10047759	-0.697534072	96.11475105	0.205337572	ncRNA	NA
ENSG00000237949	19015	-6.070850484	4.95E-18	-7.445714721	-4.695986247	97.6006096	9.888559753	ncRNA	NA
ENSG00000228452	6043	-0.603811308	7.52E-18	-0.741315794	-0.466306823	92.409469	0.094890709	ncRNA	NA
ENSG00000234043	11491	-1.419791075	4.46E-17	-1.751067456	-1.088514694	91.15540793	0.508798395	ncRNA	NA
ENSG00000262061	8524	-2.178243354	4.78E-17	-2.686976678	-1.669510029	97.20843014	1.424961422	ncRNA	NA
ENSG00000238099	2458	-4.577656509	8.74E-17	-5.655929568	-3.49938345	97.78283935	6.15163707	ncRNA	NA
ENSG00000275088	26927	-2.695235135	2.23E-16	-3.338726522	-2.051743748	95.65712836	2.220855419	ncRNA	NA
ENSG00000225398	20195	-5.400344227	2.74E-16	-6.693650265	-4.107038189	98.74265142	9.714418075	ncRNA	NA
ENSG00000180015	7344	-0.80359677	2.95E-16	-0.996251788	-0.610941752	47.80451599	0.081522316	ncRNA	NA
ENSG00000248079	16577	-1.299573152	3.81E-16	-1.61232156	-0.986824744	91.01724102	0.415882456	ncRNA	NA
ENSG00000251209	8881	-2.409549212	6.37E-16	-2.993880839	-1.825217586	91.3965703	1.62653094	ncRNA	NA
ENSG00000227954	17741	-2.644908495	8.40E-16	-3.289018001	-2.000798989	97.69379355	2.292585633	ncRNA	NA
ENSG00000224239	12083	-3.434682765	1.54E-15	-4.278960205	-2.590405325	88.62190224	3.195979765	ncRNA	NA
ENSG00000259905	30289	-3.79650812	1.89E-15	-4.732702373	-2.860313866	94.50563238	4.624599951	ncRNA	NA
ENSG00000258604	14177	-4.241140643	2.31E-15	-5.290221218	-3.192060067	97.17715179	6.001081402	ncRNA	NA
ENSG00000251226	18324	-3.418352628	4.40E-15	-4.272609708	-2.564095549	93.24341737	3.684190923	ncRNA	NA
ENSG00000226413	1251	-2.005947462	4.49E-15	-2.507398898	-1.504496026	95.553686	1.201295531	ncRNA	NA
ENSG00000213373	27536	-2.593033869	6.91E-15	-3.2457618	-1.940305938	94.70677471	2.06264941	ncRNA	NA
ENSG00000226200	27805	-0.612665865	1.21E-14	-0.768318323	-0.457013407	94.16745873	0.119787615	ncRNA	NA
ENSG00000256139	17027	-1.767957414	1.34E-14	-2.217886074	-1.318028754	95.79849536	1.079069554	ncRNA	NA
ENSG00000210194	26760	-4.121452368	1.37E-14	-5.170638059	-3.072266676	84.15491055	4.635979602	ncRNA	NA
ENSG00000257283	12824	-1.780543563	1.52E-14	-2.234592415	-1.326494711	92.04314761	0.995086435	ncRNA	NA
ENSG00000279982	9753	-0.899738942	1.59E-14	-1.129355845	-0.670122038	87.83426505	0.238650112	ncRNA	NA
ENSG00000274220	16917	-0.758173212	1.92E-14	-0.952271029	-0.564075396	90.01045905	0.170716761	ncRNA	NA
ENSG00000277427	19321	-3.852533874	2.21E-14	-4.841136908	-2.863930839	93.5437855	4.982018111	ncRNA	NA
ENSG00000185345	4733	-1.594969948	2.37E-14	-2.00475264	-1.185187255	98.70355918	0.944926147	ncRNA	NA
ENSG00000249456	12095	-1.272534015	2.59E-14	-1.599958574	-0.945109456	92.71392087	0.494312217	ncRNA	NA
ENSG00000241720	11527	-4.591287847	2.78E-14	-5.774069057	-3.408506637	97.68349054	7.76230689	ncRNA	NA
ENSG00000214100	21304	-4.402120868	2.84E-14	-5.536576614	-3.267665123	97.0155045	6.943171966	ncRNA	NA
ENSG00000244476	9854	-2.806157049	3.07E-14	-3.530297216	-2.082016882	97.31392765	2.861343487	ncRNA	NA
ENSG00000227467	8823	-2.588785409	3.52E-14	-3.258384679	-1.919186139	98.16748391	2.43982448	ncRNA	NA
ENSG00000249834	3862	-2.648585393	3.65E-14	-3.334079418	-1.963091367	93.95789231	2.334162415	ncRNA	NA
ENSG00000133104	29532	-1.026959621	5.75E-14	-1.294848541	-0.759070701	98.41344009	0.391735101	ncRNA	NA
ENSG00000250722	2740	-1.781680764	6.14E-14	-2.24696887	-1.316392659	98.20421949	1.16279238	ncRNA	NA
ENSG00000279192	20675	-1.901392978	8.02E-14	-2.400275198	-1.402510757	94.57329655	1.272272543	ncRNA	NA
ENSG00000258998	7010	-2.961177144	9.60E-14	-3.740593308	-2.18176098	91.21017017	2.851780575	ncRNA	NA
ENSG00000180769	27815	-1.094933439	9.62E-14	-1.383144281	-0.806722597	96.93373327	0.422977813	ncRNA	NA
ENSG00000168497	11889	-2.446319232	1.17E-13	-3.092525356	-1.800113109	98.77866475	2.3105801	ncRNA	NA
ENSG00000267328	11433	-5.121578463	1.49E-13	-6.48032997	-3.762826957	96.97246842	9.796228867	ncRNA	NA
ENSG00000230749	8422	-2.064539247	1.60E-13	-2.612938413	-1.516140081	81.27502352	1.235479735	ncRNA	NA
ENSG00000262497	22691	-2.20033254	1.62E-13	-2.784941155	-1.615723924	94.80270346	1.692661361	ncRNA	NA
ENSG00000174403	2098	-3.116894732	1.95E-13	-3.947806233	-2.285983232	94.85850822	3.588811093	ncRNA	NA
ENSG00000250012	26221	-1.108536925	1.97E-13	-1.404110017	-0.812963833	92.76132885	0.414137358	ncRNA	NA
ENSG00000267699	12077	-2.368684461	1.99E-13	-3.000354233	-1.737014688	85.34035897	1.630333263	ncRNA	NA
ENSG00000256508	626	-3.957470654	2.47E-13	-5.017049819	-2.897891489	97.56261247	5.977522886	ncRNA	NA
ENSG00000100181	9104	-1.86852486	2.79E-13	-2.369926102	-1.367123618	97.64429489	1.387004842	ncRNA	NA
ENSG00000225194	18448	-1.963658284	3.50E-13	-2.49279805	-1.434518518	97.94171424	1.564062359	ncRNA	NA
ENSG00000253177	6571	-4.311972305	3.99E-13	-5.476740661	-3.147203948	97.53707808	7.312383112	ncRNA	NA
ENSG00000235902	4528	-3.004238245	4.45E-13	-3.817406779	-2.191069711	90.70210943	3.182928679	ncRNA	NA
ENSG00000224460	4769	-1.498314887	4.61E-13	-1.904135222	-1.092494551	69.5305693	0.529273864	ncRNA	NA
ENSG00000268297	24298	-4.147856985	5.23E-13	-5.273982048	-3.021731922	92.20648335	6.427637794	ncRNA	NA
ENSG00000263508	21037	-3.336754082	6.79E-13	-4.247145056	-2.426363108	97.47705893	4.636968716	ncRNA	NA
ENSG00000254414	24764	-2.691633782	7.16E-13	-3.426758438	-1.956509126	97.31340082	3.000197069	ncRNA	NA
ENSG00000280304	30009	-2.975719503	8.15E-13	-3.790439026	-2.160999981	98.22566275	3.707898069	ncRNA	NA
ENSG00000227910	12200	-1.987141986	8.30E-13	-2.531394535	-1.442889436	90.96823199	1.372266663	ncRNA	NA
ENSG00000224958	19438	-5.774482727	8.38E-13	-7.356327026	-4.192638429	98.85303709	13.76813189	ncRNA	NA
ENSG00000233421	20059	-3.206166353	9.60E-13	-4.08675973	-2.325572975	95.38556782	4.011609003	ncRNA	NA
ENSG00000224957	12431	-3.12247928	1.10E-12	-3.982285909	-2.262672651	98.04246648	4.092656412	ncRNA	NA
ENSG00000272143	27612	-1.880902144	1.15E-12	-2.399348667	-1.36245562	98.76758264	1.549728221	ncRNA	NA
ENSG00000276945	27128	-1.207355573	1.21E-12	-1.540438252	-0.874272894	90.94235753	0.511767684	ncRNA	NA
ENSG00000204179	18586	-1.978979526	1.58E-12	-2.527830987	-1.430128065	94.66042812	1.553507616	ncRNA	NA
ENSG00000230490	10456	-2.150418556	1.64E-12	-2.74723305	-1.553604062	97.87196417	1.966397249	ncRNA	NA
ENSG00000232063	13156	-1.617194729	1.71E-12	-2.066388548	-1.16800091	92.1865574	0.939067166	ncRNA	NA
ENSG00000233170	29385	-1.039643824	1.71E-12	-1.328430364	-0.750857284	95.20956386	0.443756825	ncRNA	NA
ENSG00000214553	7085	-1.785051371	1.86E-12	-2.281673392	-1.288429351	90.88465935	1.067977188	ncRNA	NA
ENSG00000266256	22700	-2.281261919	2.12E-12	-2.917605128	-1.64491871	97.52648283	2.203311879	ncRNA	NA
ENSG00000231768	18258	-2.495515132	2.66E-12	-3.194770471	-1.796259793	98.10996208	2.716608329	ncRNA	NA
ENSG00000275569	16219	-2.460385428	2.74E-12	-3.150221988	-1.770548868	95.90032597	2.460806884	ncRNA	NA
ENSG00000279622	30249	-2.841814173	2.79E-12	-3.638889043	-2.044739303	92.18835304	3.119016427	ncRNA	NA
ENSG00000276772	19488	-3.149366471	2.96E-12	-4.033775711	-2.264957231	98.08949145	4.324968256	ncRNA	NA
ENSG00000264219	28508	-1.211385175	3.01E-12	-1.551674097	-0.871096253	85.95382641	0.460251764	ncRNA	NA
ENSG00000245105	15627	-1.054093412	3.11E-12	-1.350396839	-0.757789986	96.24711028	0.444528621	ncRNA	NA
ENSG00000257551	18338	-3.793888374	3.35E-12	-4.861893359	-2.725883389	95.12820715	5.838557507	ncRNA	NA
ENSG00000228878	21188	-0.653040915	3.45E-12	-0.836989457	-0.469092372	93.78804158	0.164242801	ncRNA	NA
ENSG00000226237	2134	-2.359882711	3.78E-12	-3.025849417	-1.693916005	98.4499012	2.472032561	ncRNA	NA
ENSG00000261888	27565	-1.315755912	4.29E-12	-1.68803522	-0.943476603	96.11529948	0.734673411	ncRNA	NA
ENSG00000253688	30363	-3.315392375	5.48E-12	-4.258173784	-2.372610966	95.08328492	4.448038181	ncRNA	NA
ENSG00000148481	26308	-0.45481501	6.68E-12	-0.584676733	-0.324953287	96.64253531	0.092770285	ncRNA	NA
ENSG00000257052	6434	-1.114120529	7.18E-12	-1.432710576	-0.795530483	93.79784296	0.518807366	ncRNA	NA
ENSG00000271452	15411	-0.513791766	8.07E-12	-0.661072855	-0.366510677	82.30451166	0.08431798	ncRNA	NA
ENSG00000231943	16766	-4.617944617	8.13E-12	-5.941920174	-3.29396906	98.25871577	9.886956243	ncRNA	NA
ENSG00000263400	11974	-1.727164926	8.63E-12	-2.222969232	-1.231360619	99.03871488	1.422626219	ncRNA	NA
ENSG00000249741	341	-2.059334752	8.96E-12	-2.650962937	-1.467706567	96.43505123	1.813311508	ncRNA	NA
ENSG00000267640	5669	-2.385733476	9.12E-12	-3.071382787	-1.700084165	98.16267282	2.536700319	ncRNA	NA
ENSG00000275645	20787	-0.973748564	1.21E-11	-1.255289412	-0.692207715	94.45307464	0.40780048	ncRNA	NA
ENSG00000125375	18950	-0.464587233	1.34E-11	-0.59919804	-0.329976426	96.55077412	0.097088049	ncRNA	NA
ENSG00000231967	15727	-2.582373563	1.37E-11	-3.33096149	-1.833785635	95.03123877	2.789459648	ncRNA	NA
ENSG00000264968	23031	-1.510345779	1.49E-11	-1.94896835	-1.071723208	94.1145827	0.910013559	ncRNA	NA
ENSG00000248441	14517	-1.804441742	1.66E-11	-2.32970155	-1.279181934	98.51636536	1.538443741	ncRNA	NA
ENSG00000226342	1092	-2.023752015	1.69E-11	-2.613041278	-1.434462752	92.05825836	1.610711577	ncRNA	NA
ENSG00000256552	2297	-2.070681274	1.76E-11	-2.67422643	-1.467136118	94.81015793	1.736814069	ncRNA	NA
ENSG00000255850	13481	-3.170515239	1.85E-11	-4.095540824	-2.245489655	90.77013138	3.717142514	ncRNA	NA
ENSG00000275325	26161	-2.129765279	1.85E-11	-2.75114604	-1.508384519	92.21724321	1.851266531	ncRNA	NA
ENSG00000237461	3795	-1.333504646	1.97E-11	-1.723109176	-0.943900117	91.87264119	0.672355748	ncRNA	NA
ENSG00000249159	4463	-2.112122946	2.17E-11	-2.730507733	-1.493738159	90.57855473	1.74170766	ncRNA	NA
ENSG00000234754	7894	-3.046365511	2.30E-11	-3.939407845	-2.153323178	94.55916138	3.699392048	ncRNA	NA
ENSG00000226393	27706	-1.534716494	2.46E-11	-1.98529249	-1.084140498	88.19275774	0.900930607	ncRNA	NA
ENSG00000228549	8485	-2.364669416	2.69E-11	-3.060275257	-1.669063576	95.47868736	2.510130804	ncRNA	NA
ENSG00000258636	28955	-3.68481842	2.83E-11	-4.769976588	-2.599660252	96.44790058	6.039088026	ncRNA	NA
ENSG00000214955	10803	-1.498353805	3.36E-11	-1.941295448	-1.055412162	78.45346573	0.654086207	ncRNA	NA
ENSG00000278214	24429	-1.955778752	3.38E-11	-2.534052823	-1.37750468	93.3796052	1.725545276	ncRNA	NA
ENSG00000259319	8049	-1.225373251	3.48E-11	-1.587905365	-0.862841136	98.2001623	0.720524418	ncRNA	NA
ENSG00000234535	14699	-2.655994409	3.62E-11	-3.44246318	-1.869525637	96.11555992	3.339045923	ncRNA	NA
ENSG00000228401	29458	-2.23388845	3.90E-11	-2.896493099	-1.571283802	97.93682384	2.490111898	ncRNA	NA
